evaluations raw_y
1 5.8086788554
12 3.6362022936
45 3.5595254163
52 3.3680075039
76 2.6893494089
97 2.2857349223
137 0.8961463315
361 0.8831273887
377 0.5918950629
381 0.5610588375
388 0.3135633251
508 0.1232254121
705 0.1003932949
791 0.0465824525
1171 0.0313219325
1231 0.0297918344
1567 0.0214944661
1941 0.0185913600
2003 0.0065164461
2238 0.0056986579
2411 0.0040823481
2443 0.0025449110
2643 0.0023054965
3163 0.0015644212
3393 0.0008451357
3706 0.0007241646
3708 0.0004325823
4037 0.0002519023
4377 0.0001383950
4783 0.0001113757
5109 0.0001028721
5177 0.0000852761
5225 0.0000837782
5245 0.0000750484
5445 0.0000652960
5505 0.0000612044
5625 0.0000560382
5769 0.0000553377
5857 0.0000374808
6003 0.0000354576
6023 0.0000350502
6045 0.0000337776
6117 0.0000243676
6137 0.0000209675
6313 0.0000201891
6354 0.0000173127
6756 0.0000145149
6803 0.0000067226
7101 0.0000067200
7122 0.0000042848
7146 0.0000032083
7186 0.0000028504
7997 0.0000028140
8037 0.0000009835
8206 0.0000008604
8531 0.0000006904
8631 0.0000004679
9193 0.0000004342
9461 0.0000003797
9551 0.0000002310
9736 0.0000001263
10000 0.0000011766
