evaluations raw_y
1 8.2444831011
2 6.6331072465
3 5.7455066322
5 4.8262635681
11 3.6804907021
19 3.1944627006
43 2.0519419419
66 1.4847481299
117 1.1468330406
164 1.1422985142
165 1.0668650467
201 0.9769365779
205 0.4894990437
341 0.4383541820
346 0.3884895145
347 0.3840070575
371 0.3621211765
372 0.1911636165
382 0.1775651991
396 0.1528752045
397 0.1236113770
469 0.1098929027
471 0.0783379300
511 0.0578383296
525 0.0234929809
594 0.0218909834
673 0.0116200545
694 0.0104797134
764 0.0096867387
808 0.0086664147
956 0.0082636624
971 0.0068527446
1141 0.0059477758
1158 0.0050445108
1173 0.0049474123
1191 0.0037141544
1223 0.0026966988
1245 0.0022625103
1488 0.0018114667
1576 0.0018044963
1583 0.0015230222
1610 0.0015195502
1633 0.0015100663
1650 0.0015049038
1660 0.0015047791
1679 0.0014830441
1731 0.0014691497
1733 0.0014623656
1855 0.0014572889
1865 0.0014531854
1919 0.0014447098
1953 0.0014436952
1971 0.0014436061
1983 0.0014429463
2002 0.0014409873
2038 0.0014392347
2052 0.0014336367
2059 0.0014257483
2073 0.0014247317
2109 0.0014241779
2123 0.0014241686
2128 0.0014241446
2136 0.0014229812
2144 0.0014224223
2159 0.0014223079
2165 0.0014202155
2167 0.0014201359
2180 0.0014201148
2209 0.0014197526
2217 0.0014188147
2255 0.0014185545
2267 0.0014184826
2305 0.0014184824
2381 0.0014183373
2411 0.0014182507
2422 0.0014182039
2433 0.0014181403
2479 0.0014181175
2501 0.0014178886
2604 0.0014178792
2615 0.0014176485
2628 0.0014176047
2650 0.0014175826
2701 0.0014175585
2721 0.0014174714
2738 0.0014173576
2805 0.0014171630
2838 0.0014171072
2880 0.0014167886
3088 0.0014167653
3114 0.0014166633
3188 0.0014163009
3241 0.0014162075
3269 0.0014161303
3282 0.0014159700
3309 0.0014157939
3319 0.0014155552
3451 0.0014154318
3466 0.0014152908
3501 0.0014148890
3595 0.0014148574
3651 0.0014146604
3905 0.0014143250
4005 0.0014140625
4081 0.0014138844
4136 0.0014135549
4190 0.0014123949
4217 0.0014119980
4414 0.0014119561
4453 0.0014117693
4464 0.0014117649
4599 0.0014116879
4827 0.0014115549
4949 0.0014099148
5211 0.0014099086
5389 0.0014096979
5396 0.0014096836
5449 0.0014096742
5643 0.0014096728
5925 0.0014096145
6063 0.0014095823
6071 0.0014095080
6180 0.0014094903
6189 0.0014094890
6392 0.0014094884
6395 0.0014094831
6405 0.0014093791
6409 0.0014092419
6533 0.0014091804
6555 0.0014091632
6685 0.0014091625
6702 0.0014090930
6750 0.0014090802
6762 0.0014090037
6787 0.0014089801
6868 0.0014089526
6928 0.0014089380
7065 0.0014089286
7073 0.0014088180
7214 0.0014088148
7261 0.0014087986
7265 0.0014087949
7316 0.0014087813
7407 0.0014087715
7416 0.0014087406
7451 0.0014086991
7510 0.0014086975
7549 0.0014086480
7583 0.0014085912
7683 0.0014085900
7706 0.0014085778
7711 0.0014085738
7717 0.0014085648
7743 0.0014085270
7819 0.0014085186
7842 0.0014085144
7860 0.0014085011
7869 0.0014084857
7871 0.0014084615
7878 0.0014084572
7891 0.0014084320
7949 0.0014084212
7961 0.0014084176
8032 0.0014084166
8043 0.0014083966
8044 0.0014083950
8055 0.0014083918
8091 0.0014083903
8107 0.0014083849
8140 0.0014083837
8146 0.0014083835
8167 0.0014083833
8187 0.0014083809
8190 0.0014083799
8191 0.0014083795
8206 0.0014083761
8209 0.0014083737
8222 0.0014083637
8232 0.0014083587
8297 0.0014083583
8299 0.0014083566
8312 0.0014083525
8313 0.0014083521
8348 0.0014083506
8359 0.0014083503
8363 0.0014083497
8367 0.0014083483
8371 0.0014083469
8372 0.0014083416
8412 0.0014083374
8414 0.0014083343
8417 0.0014083297
8462 0.0014083263
8464 0.0014083248
8472 0.0014083220
8477 0.0014083203
8483 0.0014083168
8485 0.0014083163
8491 0.0014083059
8515 0.0014083009
8535 0.0014082991
8580 0.0014082985
8585 0.0014082975
8595 0.0014082894
8605 0.0014082893
8645 0.0014082890
8659 0.0014082878
8665 0.0014082842
8685 0.0014082737
8701 0.0014082710
8753 0.0014082549
8832 0.0014082536
8833 0.0014082438
8856 0.0014082430
8865 0.0014082429
8874 0.0014082424
8875 0.0014082405
8879 0.0014082328
8883 0.0014082316
8885 0.0014082289
8886 0.0014082277
8910 0.0014082271
8954 0.0014082233
8967 0.0014082223
8995 0.0014082162
9017 0.0014082150
9025 0.0014082127
9037 0.0014082122
9040 0.0014082109
9046 0.0014082097
9051 0.0014082095
9069 0.0014082007
9087 0.0014081969
9091 0.0014081886
9096 0.0014081834
9113 0.0014081773
9116 0.0014081690
9131 0.0014081682
9149 0.0014081635
9169 0.0014081632
9181 0.0014081619
9183 0.0014081571
9230 0.0014081556
9255 0.0014081539
9261 0.0014081498
9324 0.0014081496
9329 0.0014081490
9338 0.0014081428
9420 0.0014081401
9460 0.0014081400
9464 0.0014081384
9476 0.0014081356
9484 0.0014081331
9488 0.0014081312
9522 0.0014081264
9557 0.0014081254
9584 0.0014081250
9588 0.0014081244
9607 0.0014081242
9611 0.0014081238
9655 0.0014081226
9661 0.0014081221
9680 0.0014081212
9682 0.0014081190
9686 0.0014081180
9697 0.0014081161
9710 0.0014081159
9795 0.0014081129
9799 0.0014081108
9812 0.0014081075
9814 0.0014081029
9816 0.0014081000
9827 0.0014080964
9852 0.0014080951
9856 0.0014080940
9892 0.0014080936
9904 0.0014080917
9911 0.0014080912
9946 0.0014080907
9966 0.0014080898
9968 0.0014080876
10000 0.0014081586
