evaluations raw_y
1 19.2646269580
2 11.7611716503
4 5.8211635567
5 4.5805782476
8 3.7284616647
22 3.5746554823
49 3.2487897352
57 2.8256543978
112 2.4255853794
293 2.3180169248
330 1.3368375637
347 1.2324931856
435 1.1665219835
464 1.1471869418
481 0.4650818220
691 0.3488685465
801 0.2430598592
1035 0.1364742675
1180 0.1205771749
1313 0.0414113873
1474 0.0290288333
1549 0.0091250293
1840 0.0046666448
1869 0.0039799714
2003 0.0032587849
2025 0.0032523474
2068 0.0025380441
2072 0.0012179913
2187 0.0007131306
2245 0.0003321831
2329 0.0002456706
2377 0.0002403115
2512 0.0002370538
2524 0.0001614623
2595 0.0001591121
2604 0.0000961095
2627 0.0000951567
2654 0.0000840452
2695 0.0000405040
2846 0.0000197287
2946 0.0000151082
3039 0.0000139207
3049 0.0000132751
3066 0.0000112755
3081 0.0000112462
3136 0.0000105998
3160 0.0000084650
3215 0.0000067746
3229 0.0000036674
3292 0.0000033452
3301 0.0000024128
3388 0.0000022156
3391 0.0000020079
3408 0.0000018200
3416 0.0000010207
3441 0.0000009750
3466 0.0000006781
3607 0.0000002607
3683 0.0000002492
3695 0.0000001677
3847 0.0000001062
3851 0.0000000787
3930 0.0000000165
4152 0.0000000124
4193 0.0000000067
4289 0.0000000062
4290 0.0000000058
4389 0.0000000033
4425 0.0000000018
4428 0.0000000009
4578 0.0000000005
4631 0.0000000003
4685 0.0000000001
10000 0.0000000000
