evaluations raw_y
1 36.2927130602
2 5.2054450723
9 4.3677275407
10 2.8218143110
12 1.9263307262
39 1.8269007742
42 1.8035932170
56 1.7670574572
71 0.7374792307
346 0.6989151370
380 0.6399260642
393 0.5788053238
545 0.5260763329
680 0.5093112984
691 0.4672538113
796 0.4514768386
800 0.4322494587
810 0.4308772898
811 0.3315651035
1142 0.1664155221
1291 0.1391284035
1356 0.1225019364
1423 0.1188200819
1492 0.1158235081
1512 0.1059034542
1516 0.0898888624
1564 0.0758708021
1611 0.0000071413
1898 0.0000039760
1951 0.0000029438
1965 0.0000027223
1971 0.0000009572
2234 0.0000007836
2357 0.0000005038
2458 0.0000004552
2507 0.0000004054
2535 0.0000003846
2549 0.0000002459
2561 0.0000001394
2631 0.0000001308
2724 0.0000001161
2782 0.0000001001
2793 0.0000000573
2913 0.0000000528
3030 0.0000000390
3043 0.0000000321
3160 0.0000000277
3195 0.0000000238
3327 0.0000000205
3349 0.0000000199
3398 0.0000000102
3451 0.0000000100
3463 0.0000000097
3571 0.0000000087
3581 0.0000000084
3609 0.0000000049
3829 0.0000000024
4046 0.0000000009
4093 0.0000000008
4292 0.0000000006
4303 0.0000000005
4489 0.0000000003
4588 0.0000000002
4876 0.0000000001
10000 0.0000000000
