evaluations raw_y
1 7.4129602498
11 7.3240074309
13 3.1303733534
15 2.2817341548
19 2.1868122974
54 1.6473946663
63 1.3985170907
65 0.3946187808
153 0.2872115323
204 0.2813919704
226 0.2249268940
272 0.1597571672
561 0.1593201191
661 0.0916726864
695 0.0820241519
787 0.0695248722
826 0.0613370261
920 0.0599383263
974 0.0532779756
992 0.0498081914
1083 0.0454764118
1116 0.0447202069
1126 0.0446106319
1131 0.0445864606
1208 0.0348388822
1363 0.0291591114
1398 0.0221992945
1425 0.0215499558
1461 0.0209358579
1546 0.0142942744
1579 0.0137014893
1614 0.0117902530
1624 0.0077413260
1645 0.0073677815
1821 0.0063392238
1872 0.0055619861
2019 0.0055312867
2232 0.0046301722
2353 0.0039881301
2407 0.0039729587
2501 0.0039269089
2506 0.0038063085
2565 0.0037490826
2606 0.0036068909
2683 0.0033546404
2739 0.0031986386
3147 0.0030355002
3179 0.0030153162
3197 0.0029431965
3198 0.0028821753
3249 0.0028090113
3346 0.0027337635
3467 0.0025850604
3765 0.0024334075
3951 0.0023327227
3999 0.0022719865
4101 0.0022361412
4115 0.0021873231
4162 0.0021867638
4410 0.0021699756
4513 0.0021602509
4632 0.0021476336
5038 0.0021426762
5064 0.0021332071
5119 0.0021321282
5125 0.0021218468
5139 0.0021216988
5466 0.0021193883
5495 0.0021181837
5516 0.0021180433
5545 0.0021180100
5562 0.0021177468
5574 0.0021169978
5595 0.0021117036
5794 0.0021045468
5843 0.0021045333
5925 0.0020956833
6056 0.0020948255
6214 0.0020925667
6391 0.0020911965
6414 0.0020910517
6496 0.0020903498
6532 0.0020758289
6635 0.0020744284
6732 0.0020700702
6962 0.0020690297
7266 0.0020684877
7280 0.0020673272
7428 0.0020665299
7458 0.0020662122
7536 0.0020659501
7635 0.0020658167
7636 0.0020656362
7685 0.0020646213
7786 0.0020645834
7926 0.0020642009
7988 0.0020635031
8031 0.0020628797
8223 0.0020616554
8312 0.0020614019
8323 0.0020613508
8627 0.0020608938
8659 0.0020590735
8677 0.0020586115
9160 0.0020585413
9215 0.0020583149
9286 0.0020578020
9499 0.0020577039
9631 0.0020576071
9638 0.0020573743
9738 0.0020573520
9882 0.0020573484
10000 0.0020597563
