evaluations raw_y
1 1.3288908636
4 0.8828941309
5 0.6191390247
7 0.4430547763
14 0.3384400018
16 0.2666439008
39 0.2544076017
40 0.1152555189
98 0.1091442715
105 0.0829116459
109 0.0514115897
210 0.0411207922
300 0.0318281279
479 0.0238247385
487 0.0183220576
508 0.0094216728
570 0.0094139746
899 0.0045864648
1079 0.0045215556
1174 0.0044897254
1193 0.0038652974
1213 0.0036892005
1231 0.0034273061
1308 0.0031487841
1348 0.0030402772
1362 0.0029488507
1456 0.0025217084
1504 0.0021495154
1554 0.0019359411
1565 0.0017148184
1594 0.0016621973
1650 0.0012328720
1720 0.0010867553
1723 0.0010797889
1786 0.0010005561
1818 0.0009510415
1868 0.0008051079
1923 0.0003378566
2035 0.0002974897
2194 0.0002654473
2264 0.0002569708
2348 0.0002194736
2389 0.0002048569
2425 0.0002021220
2432 0.0001609735
2465 0.0001585134
2468 0.0001533195
2490 0.0001285612
2512 0.0000982862
2707 0.0000841984
2895 0.0000715732
2941 0.0000684617
2946 0.0000674295
2965 0.0000547750
3118 0.0000532606
3132 0.0000371668
3142 0.0000326269
3221 0.0000219343
3349 0.0000218468
3380 0.0000188821
3423 0.0000113311
3575 0.0000075446
3652 0.0000071121
3739 0.0000053135
3828 0.0000024872
3942 0.0000024789
4053 0.0000012702
4392 0.0000010098
4407 0.0000008400
4456 0.0000006923
4504 0.0000005237
4563 0.0000004027
4654 0.0000003980
4709 0.0000003311
4774 0.0000003088
4843 0.0000002790
4904 0.0000002731
4996 0.0000002615
5045 0.0000002537
5059 0.0000002347
5072 0.0000002177
5140 0.0000001855
5143 0.0000001785
5152 0.0000001564
5174 0.0000001276
5318 0.0000000996
5417 0.0000000971
5478 0.0000000875
5508 0.0000000790
5524 0.0000000640
5603 0.0000000523
5719 0.0000000408
5731 0.0000000402
5763 0.0000000352
5800 0.0000000279
5894 0.0000000078
6156 0.0000000076
6181 0.0000000067
6206 0.0000000053
6394 0.0000000050
6434 0.0000000031
6521 0.0000000024
6747 0.0000000018
6822 0.0000000012
6989 0.0000000010
7148 0.0000000006
7394 0.0000000002
7628 0.0000000001
8391 0.0000000000
10000 0.0000000000
