evaluations raw_y
1 21.3460573086
4 10.0657355778
76 9.7835862513
81 6.0667948258
92 4.7644345480
128 3.2038511848
229 1.7579470970
286 1.6678394093
332 1.6315495092
347 1.5284274673
350 1.4563464596
360 1.4220633809
370 1.2016002948
378 1.1534789378
434 0.6797757205
468 0.5682321939
507 0.5008189483
509 0.4472541848
512 0.3985871068
534 0.3423453333
545 0.3203008130
550 0.2258315289
584 0.2148693830
596 0.2072255493
608 0.1843653522
609 0.1775252215
626 0.1250983541
639 0.0743484859
694 0.0555283833
703 0.0470119504
743 0.0442484180
745 0.0409651229
777 0.0236352388
796 0.0228750456
892 0.0220707049
910 0.0207802982
919 0.0197611492
922 0.0194107819
924 0.0174053805
952 0.0164310109
980 0.0137191015
1015 0.0136834705
1052 0.0131068252
1140 0.0129728883
1158 0.0129569489
1170 0.0129389505
1173 0.0126561528
1191 0.0125130483
1200 0.0124339983
1229 0.0119934197
1262 0.0118244869
1268 0.0116888560
1282 0.0114335946
1315 0.0113809834
1319 0.0111985697
1346 0.0111148906
1429 0.0111132821
1480 0.0110702214
1523 0.0102349236
1561 0.0101865126
1590 0.0100115346
1591 0.0097235885
1608 0.0089167684
1629 0.0088246578
1652 0.0086669190
1715 0.0084383473
1744 0.0083990480
1789 0.0083489798
1817 0.0082223282
1839 0.0082110394
1849 0.0082089018
1883 0.0079947847
1909 0.0079294651
1967 0.0079188904
1973 0.0079170084
1981 0.0078476502
2035 0.0078381217
2048 0.0078359404
2071 0.0078110937
2092 0.0077993857
2112 0.0077562648
2122 0.0077142639
2127 0.0076586207
2134 0.0076365299
2155 0.0076202257
2181 0.0076107686
2214 0.0076089669
2250 0.0075771393
2263 0.0075753613
2290 0.0075703113
2302 0.0075218427
2339 0.0074438126
2434 0.0074383949
2438 0.0074265999
2460 0.0074249168
2475 0.0073987230
2477 0.0073767205
2484 0.0073723954
2502 0.0073715580
2503 0.0073458249
2534 0.0073422968
2542 0.0073416784
2571 0.0073362653
2608 0.0073347521
2666 0.0073295012
2693 0.0073228844
2773 0.0073191255
2783 0.0073139356
2810 0.0073132687
2820 0.0073034041
2868 0.0072918326
2929 0.0072897688
2981 0.0072799835
3001 0.0072660618
3030 0.0072650359
3051 0.0072625226
3052 0.0072600573
3059 0.0072557547
3074 0.0072466907
3084 0.0072445576
3086 0.0072444861
3144 0.0072426032
3148 0.0072207746
3193 0.0072128912
3207 0.0072087600
3251 0.0072054879
3257 0.0072038602
3264 0.0072004944
3272 0.0071996924
3291 0.0071907344
3297 0.0071784321
3347 0.0071680384
3414 0.0071675627
3430 0.0071670538
3436 0.0071636657
3506 0.0071597242
3525 0.0071592138
3533 0.0071577141
3580 0.0071567950
3602 0.0071552018
3635 0.0071539234
3636 0.0071530267
3647 0.0071494709
3695 0.0071492700
3711 0.0071454159
3715 0.0071438654
3812 0.0071437995
3854 0.0071436617
3875 0.0071435763
3887 0.0071434793
3924 0.0071432299
3968 0.0071432014
3996 0.0071431002
4032 0.0071430981
4039 0.0071429942
4043 0.0071429685
4085 0.0071428195
4101 0.0071428012
4104 0.0071427775
4153 0.0071427125
4161 0.0071426931
4215 0.0071426162
4225 0.0071425423
4226 0.0071425321
4228 0.0071425103
4245 0.0071424916
4258 0.0071424400
4267 0.0071423840
4279 0.0071423810
4287 0.0071423354
4290 0.0071422148
4335 0.0071420523
4407 0.0071420105
4455 0.0071419333
4469 0.0071418995
4499 0.0071417767
4589 0.0071417364
4596 0.0071417326
4623 0.0071417110
4641 0.0071416747
4662 0.0071416323
4697 0.0071416277
4715 0.0071416228
4739 0.0071416098
4748 0.0071415887
4777 0.0071415763
4807 0.0071415703
4808 0.0071415399
4817 0.0071415386
4822 0.0071415015
4890 0.0071414868
4921 0.0071414865
4954 0.0071414815
4987 0.0071414755
4997 0.0071414438
5025 0.0071414398
5036 0.0071414351
5044 0.0071414237
5045 0.0071414167
5090 0.0071414038
5124 0.0071413898
5127 0.0071413795
5153 0.0071413721
5186 0.0071413617
5209 0.0071413517
5292 0.0071413452
5294 0.0071413208
5329 0.0071413133
5353 0.0071413125
5377 0.0071413080
5385 0.0071412972
5404 0.0071412905
5416 0.0071412904
5422 0.0071412870
5505 0.0071412823
5533 0.0071412704
5572 0.0071412572
5583 0.0071412534
5609 0.0071412479
5680 0.0071412437
5686 0.0071412274
5737 0.0071412130
5742 0.0071412086
5781 0.0071412063
5800 0.0071411943
5802 0.0071411936
5810 0.0071411867
5883 0.0071411746
5897 0.0071411689
5984 0.0071411642
5987 0.0071411595
5999 0.0071411503
6028 0.0071411396
6034 0.0071411310
6049 0.0071411234
6072 0.0071411076
6099 0.0071411065
6106 0.0071411043
6130 0.0071410942
6188 0.0071410874
6249 0.0071410851
6279 0.0071410847
6319 0.0071410753
6395 0.0071410743
6437 0.0071410717
6453 0.0071410706
6455 0.0071410693
6458 0.0071410691
6484 0.0071410680
6486 0.0071410678
6488 0.0071410637
6493 0.0071410567
6509 0.0071410447
6536 0.0071410296
6565 0.0071410285
6567 0.0071410269
6589 0.0071410229
6593 0.0071410155
6598 0.0071410112
6609 0.0071410036
6625 0.0071409928
6631 0.0071409495
6696 0.0071409072
6735 0.0071409025
6758 0.0071408892
6767 0.0071408536
6777 0.0071408474
6794 0.0071408089
