evaluations raw_y
1 13.0265212609
3 3.9634360573
55 3.9173999233
95 2.1395718833
148 1.8024385965
172 0.1515664013
422 0.1362560623
425 0.1258886793
445 0.1104713897
589 0.1074014832
606 0.0693407727
626 0.0680109913
686 0.0528799998
762 0.0411410843
1042 0.0406615777
1130 0.0334904026
1381 0.0263075632
1468 0.0239523903
1488 0.0187638545
1528 0.0186241688
1695 0.0177755280
1737 0.0165395094
1828 0.0146288497
2055 0.0119607091
2615 0.0112618263
2655 0.0096784174
2757 0.0065747228
2902 0.0054047802
3290 0.0041785505
3390 0.0036511996
3502 0.0033405235
3663 0.0033068288
3690 0.0023814384
4035 0.0023618324
4115 0.0023038382
4236 0.0019340151
4256 0.0014680091
4416 0.0012736464
4476 0.0012398647
4576 0.0006456129
4996 0.0006173384
5118 0.0005958881
5158 0.0004977995
5176 0.0004602370
5218 0.0003539042
5238 0.0002733701
5278 0.0002696159
5478 0.0002678415
5638 0.0001911441
5689 0.0001524875
6009 0.0001513721
6022 0.0001084805
6349 0.0001039593
6382 0.0000987151
6421 0.0000956095
6456 0.0000863687
6516 0.0000757420
6556 0.0000720789
6596 0.0000707703
6616 0.0000578839
6736 0.0000432903
6776 0.0000405562
6816 0.0000381433
6876 0.0000318343
6896 0.0000297297
7036 0.0000286732
7176 0.0000203404
7196 0.0000160436
7276 0.0000133627
7436 0.0000126082
7474 0.0000087392
7676 0.0000044354
7816 0.0000039154
7875 0.0000036448
7895 0.0000028965
7926 0.0000019088
7946 0.0000015881
8466 0.0000012362
8699 0.0000005535
8879 0.0000004747
8906 0.0000004637
9079 0.0000004242
9139 0.0000003316
9659 0.0000001814
9850 0.0000001771
9899 0.0000001703
9912 0.0000001668
9990 0.0000001594
10000 0.0000072073
