evaluations raw_y
1 23.0380339176
2 22.6326293174
3 22.4492948622
5 17.4848885499
6 8.6257656274
7 6.9554864909
9 1.2861244109
223 1.0281530811
281 0.6188962855
399 0.5783860867
400 0.5013805168
417 0.4858518650
505 0.4648515834
538 0.3666391757
565 0.2829997724
713 0.2807013826
720 0.1949270292
782 0.1682238895
842 0.1551408434
905 0.1160727214
988 0.1133069537
1056 0.0930180074
1062 0.0903305769
1135 0.0855408135
1186 0.0743218699
1216 0.0547406568
1323 0.0525685045
1384 0.0506963821
1399 0.0378086321
1458 0.0342789833
1483 0.0017162238
1848 0.0016656022
1852 0.0008964704
1897 0.0003455216
2082 0.0001156089
2444 0.0000941494
2448 0.0000827253
2517 0.0000794430
2560 0.0000479234
2683 0.0000391971
2735 0.0000389776
2745 0.0000389173
2762 0.0000303695
2767 0.0000235696
2838 0.0000150329
2843 0.0000134432
2906 0.0000072434
2924 0.0000041070
2999 0.0000038401
3158 0.0000035705
3183 0.0000016873
3355 0.0000015022
3371 0.0000012215
3515 0.0000009596
3536 0.0000008658
3574 0.0000005343
3628 0.0000003942
3658 0.0000002294
3851 0.0000002259
3874 0.0000001414
3889 0.0000001324
3939 0.0000000928
4046 0.0000000805
4166 0.0000000700
4221 0.0000000577
4230 0.0000000222
4450 0.0000000204
4470 0.0000000197
4492 0.0000000189
4516 0.0000000184
4519 0.0000000146
4520 0.0000000135
4524 0.0000000098
4698 0.0000000094
4720 0.0000000092
4723 0.0000000087
4736 0.0000000048
4768 0.0000000033
4839 0.0000000020
4983 0.0000000014
5267 0.0000000011
5300 0.0000000007
5522 0.0000000005
5617 0.0000000003
6102 0.0000000002
7052 0.0000000001
10000 0.0000000000
