evaluations raw_y
1 27.7339565506
28 26.4910365670
40 23.3248590655
57 19.4678782171
73 18.9064160918
77 18.4240860197
126 17.2283792085
145 14.3807490808
331 11.9889229776
392 7.2775967157
442 7.1368285256
487 4.4241389664
494 3.4922827685
635 3.3642549496
647 2.9131283662
684 2.2933743889
727 1.1251701625
826 0.8626880048
845 0.8233584129
866 0.7981130562
868 0.6514769076
935 0.5448569420
936 0.3817424383
1043 0.1982310290
1157 0.1233770369
1270 0.0606618918
1334 0.0540771271
1348 0.0504225051
1366 0.0253200424
1448 0.0231310113
1470 0.0148250244
1516 0.0123520733
1570 0.0084303281
1613 0.0078058528
1626 0.0074654872
1687 0.0062285208
1720 0.0056947673
1721 0.0045463131
1725 0.0026701652
1758 0.0006087402
1859 0.0004236410
1949 0.0003628884
1988 0.0002339684
2001 0.0001366119
2071 0.0001349073
2126 0.0000339314
2280 0.0000296881
2306 0.0000262690
2308 0.0000236697
2309 0.0000135112
2355 0.0000123209
2414 0.0000087584
2510 0.0000085736
2593 0.0000066692
2654 0.0000050482
2744 0.0000049188
2756 0.0000030655
2841 0.0000027875
2922 0.0000026973
2953 0.0000022199
3030 0.0000021492
3046 0.0000020578
3054 0.0000017829
3097 0.0000015312
3108 0.0000014656
3118 0.0000014217
3152 0.0000011015
3280 0.0000008245
3302 0.0000007418
3359 0.0000006452
3399 0.0000006177
3444 0.0000005189
3467 0.0000005005
3487 0.0000004809
3494 0.0000004332
3544 0.0000004131
3576 0.0000004102
3578 0.0000003339
3622 0.0000003173
3659 0.0000002969
3683 0.0000002538
3774 0.0000002365
3826 0.0000001889
3977 0.0000001322
3995 0.0000001287
4125 0.0000001055
4160 0.0000001014
4204 0.0000000961
4205 0.0000000892
4223 0.0000000863
4240 0.0000000392
4319 0.0000000381
4385 0.0000000341
4451 0.0000000314
4562 0.0000000312
4568 0.0000000249
4662 0.0000000248
4677 0.0000000218
4720 0.0000000197
4749 0.0000000150
4766 0.0000000111
4879 0.0000000090
4977 0.0000000078
5027 0.0000000075
5069 0.0000000073
5106 0.0000000055
5120 0.0000000038
5286 0.0000000035
5300 0.0000000034
5307 0.0000000023
5487 0.0000000022
5493 0.0000000014
5641 0.0000000013
5643 0.0000000010
5775 0.0000000008
5780 0.0000000007
5873 0.0000000005
6117 0.0000000003
6392 0.0000000002
6566 0.0000000001
8003 0.0000000000
10000 0.9471641185
