evaluations raw_y
1 7.9930317828
6 6.3012597589
7 2.3862154172
24 2.3752441307
51 1.4522281526
57 0.7882299493
70 0.5652444571
110 0.4238257918
128 0.3584712378
154 0.2746911435
199 0.1895660824
234 0.0604756317
291 0.0580087220
359 0.0254464880
428 0.0140866614
517 0.0140493042
593 0.0114440645
608 0.0095799079
611 0.0044980620
654 0.0042161412
854 0.0018502124
1032 0.0016773983
1114 0.0008174092
1143 0.0006202178
1264 0.0004675990
1305 0.0002505280
1352 0.0000704295
1714 0.0000428528
1728 0.0000406862
1762 0.0000304236
1791 0.0000250593
1953 0.0000213189
2028 0.0000146459
2093 0.0000036911
2194 0.0000019826
2252 0.0000006842
2492 0.0000004875
2731 0.0000001893
2844 0.0000001641
2886 0.0000001395
2907 0.0000000930
3093 0.0000000495
3248 0.0000000477
3255 0.0000000221
3441 0.0000000188
3449 0.0000000163
3493 0.0000000161
3591 0.0000000144
3599 0.0000000127
3667 0.0000000118
3689 0.0000000115
3713 0.0000000096
3816 0.0000000084
3857 0.0000000061
3892 0.0000000055
3932 0.0000000029
4156 0.0000000020
4295 0.0000000012
4464 0.0000000006
4718 0.0000000003
4849 0.0000000002
5494 0.0000000001
10000 0.0000000000
