evaluations raw_y
1 17.1684656698
8 11.0001875732
12 10.0540964119
41 5.6640838831
150 3.7287436059
272 3.6727640149
552 3.5803437658
619 2.5136777120
663 2.3652141596
683 2.2102692315
771 2.1566566741
774 0.7919923186
874 0.6339639118
914 0.4182189624
950 0.2859256992
1017 0.2196911642
1197 0.1505016856
1791 0.1278415789
1857 0.0780123678
1917 0.0659765755
2091 0.0380972789
2151 0.0307796912
2374 0.0293129588
2446 0.0253198568
2542 0.0240506675
2555 0.0128125938
2575 0.0065412855
2735 0.0053683383
2812 0.0033419632
3057 0.0033132635
3172 0.0030550966
3270 0.0028669487
3330 0.0024443156
3410 0.0018244093
3552 0.0013134993
3594 0.0007348218
3614 0.0005735485
3750 0.0004469308
4060 0.0003251059
4091 0.0002498599
4173 0.0001765316
4563 0.0001038767
4593 0.0000769240
4635 0.0000585439
4786 0.0000549661
4886 0.0000322682
4976 0.0000124155
5133 0.0000112264
5176 0.0000015952
5376 0.0000011116
5436 0.0000009176
5476 0.0000007302
5679 0.0000006785
5896 0.0000006238
6156 0.0000003591
7028 0.0000002496
8103 0.0000002346
8189 0.0000002050
8269 0.0000001748
8421 0.0000001675
8534 0.0000001610
8614 0.0000001512
8641 0.0000001452
9012 0.0000001268
9157 0.0000001145
9198 0.0000001036
9697 0.0000000964
9897 0.0000000946
10000 0.0000001420
