evaluations raw_y
1 16.0455002340
2 2.9927554280
3 2.9764112262
5 2.2042289635
43 2.1660889332
56 1.4802472663
156 1.0469793411
255 0.9890223069
259 0.8309845025
283 0.4748485903
433 0.2974279229
472 0.2807652744
606 0.2040822192
656 0.0643736958
998 0.0150129327
1214 0.0130976800
1337 0.0124225675
1341 0.0058312170
1508 0.0028212647
1589 0.0005890056
2090 0.0005884575
2121 0.0005290371
2131 0.0005153883
2141 0.0004062972
2214 0.0003971913
2241 0.0001771674
2355 0.0001478672
2379 0.0001237875
2457 0.0000439055
2534 0.0000141604
2751 0.0000101919
2893 0.0000095885
2895 0.0000069776
2910 0.0000053844
3067 0.0000040267
3117 0.0000016115
3260 0.0000015999
3263 0.0000010518
3314 0.0000006331
3391 0.0000005622
3440 0.0000005473
3446 0.0000003890
3507 0.0000003496
3690 0.0000002889
3692 0.0000002184
3734 0.0000002181
3756 0.0000001155
3792 0.0000001107
3908 0.0000001021
3950 0.0000000757
3960 0.0000000729
4076 0.0000000717
4161 0.0000000442
4309 0.0000000397
4334 0.0000000363
4344 0.0000000301
4436 0.0000000289
4545 0.0000000279
4602 0.0000000256
4645 0.0000000250
4680 0.0000000245
4727 0.0000000240
4795 0.0000000198
4869 0.0000000196
4907 0.0000000166
4978 0.0000000163
5016 0.0000000162
5036 0.0000000158
5131 0.0000000157
5152 0.0000000155
5251 0.0000000152
5408 0.0000000149
5463 0.0000000148
5730 0.0000000147
6186 0.0000000146
10000 0.0000000145
