evaluations raw_y
1 9.0144616920
2 4.6437363641
14 4.5027072514
41 2.9826688053
78 1.6512402495
146 1.5833720898
248 1.2566210911
475 1.0948363460
634 0.7465349603
785 0.5680707958
935 0.5442713156
977 0.5287539545
1037 0.5036089426
1103 0.4695316720
1120 0.3798023102
1143 0.3714756618
1232 0.2324621249
1287 0.2014973756
1317 0.1000600033
2031 0.0965021738
2068 0.0944818642
2161 0.0480608873
2600 0.0335066005
2629 0.0267563975
2655 0.0241717573
2676 0.0167798973
2808 0.0093361251
2815 0.0031730135
2858 0.0008586403
3015 0.0002899439
3570 0.0002467541
3624 0.0001916611
3627 0.0001733727
3646 0.0001554112
3657 0.0001518832
3687 0.0001470338
3699 0.0001206666
3752 0.0001194686
3764 0.0000900076
3848 0.0000393301
3861 0.0000382948
3882 0.0000381303
3893 0.0000321922
4091 0.0000220505
4115 0.0000147202
4144 0.0000126601
4225 0.0000094964
4255 0.0000055877
4306 0.0000042996
4326 0.0000009274
4476 0.0000007324
4576 0.0000007042
4626 0.0000005556
4661 0.0000004974
4687 0.0000004907
4741 0.0000002689
4846 0.0000002217
4859 0.0000001888
4907 0.0000001715
4969 0.0000001484
4978 0.0000001391
4985 0.0000000808
5000 0.0000000750
5026 0.0000000702
5036 0.0000000614
5039 0.0000000465
5050 0.0000000409
5111 0.0000000394
5125 0.0000000387
5136 0.0000000324
5143 0.0000000239
5166 0.0000000203
5193 0.0000000200
5211 0.0000000193
5227 0.0000000144
5262 0.0000000114
5282 0.0000000109
5315 0.0000000091
5345 0.0000000054
5376 0.0000000052
5407 0.0000000048
5409 0.0000000046
5425 0.0000000044
5447 0.0000000040
5474 0.0000000033
5494 0.0000000028
5504 0.0000000022
5553 0.0000000020
5581 0.0000000016
5601 0.0000000015
5621 0.0000000013
5696 0.0000000012
5721 0.0000000010
5752 0.0000000008
5928 0.0000000007
5952 0.0000000006
6069 0.0000000004
6229 0.0000000003
6359 0.0000000002
6878 0.0000000001
10000 0.0000000001
