evaluations raw_y
1 13.8529107827
22 13.0187174863
27 12.4964907670
42 12.4067972554
67 11.3949899722
92 9.2858561866
128 8.4888950919
154 6.4677240011
232 2.7559967129
379 1.0660937658
549 0.3615201468
949 0.3244696085
1308 0.3209537901
1449 0.3069959535
1679 0.1240521657
1685 0.1022311990
1767 0.0444319845
2205 0.0344341915
2281 0.0320588684
2295 0.0029950282
2695 0.0015746287
2854 0.0003249738
3303 0.0001493321
3657 0.0000464500
3723 0.0000240836
3883 0.0000052097
4388 0.0000031032
4452 0.0000020294
4463 0.0000017688
4512 0.0000013980
4685 0.0000008536
5001 0.0000008409
5020 0.0000004895
5121 0.0000004179
5423 0.0000001793
5641 0.0000001442
5837 0.0000000405
5937 0.0000000218
6217 0.0000000197
6577 0.0000000068
6809 0.0000000040
7005 0.0000000006
7463 0.0000000004
7938 0.0000000003
9293 0.0000000002
10000 0.0000000003
