evaluations raw_y
1 14.2933146902
2 9.7460399476
5 7.1998098677
10 3.0917176281
35 0.5382455530
88 0.2890500446
177 0.2871725607
223 0.1523545396
377 0.0935156178
380 0.0928776130
399 0.0708071685
428 0.0666653883
506 0.0488214289
544 0.0406464320
584 0.0303506952
668 0.0188157036
688 0.0137238887
738 0.0067709579
798 0.0057204239
858 0.0057046002
1078 0.0051659382
1090 0.0048578221
1110 0.0048084892
1120 0.0044498449
1193 0.0041412754
1234 0.0038124453
1273 0.0037935790
1313 0.0036644444
1374 0.0036259908
1433 0.0035660065
1493 0.0035154646
1554 0.0035132534
1559 0.0035079493
1579 0.0035047694
1584 0.0034929854
1599 0.0034868648
1604 0.0034760854
1610 0.0034688806
1615 0.0034669095
1619 0.0034657524
1639 0.0034596529
1640 0.0034122503
1648 0.0033822232
1657 0.0033041615
1687 0.0032922232
1705 0.0032361692
1737 0.0031374799
1851 0.0031142283
1897 0.0030696453
1902 0.0030051670
1962 0.0030013325
1963 0.0029871459
1979 0.0029711363
1985 0.0029006295
2005 0.0028996646
2017 0.0027147644
2047 0.0026427634
2081 0.0026161052
2094 0.0025377361
2114 0.0023841260
2145 0.0023734544
2165 0.0023486095
2188 0.0022181170
2235 0.0021677159
2245 0.0020065280
2259 0.0018396535
2279 0.0018159669
2380 0.0017857462
2428 0.0017458945
2457 0.0017158174
2478 0.0015800222
2493 0.0015739632
2508 0.0012281247
2536 0.0011599757
2570 0.0011516695
2576 0.0010654159
2584 0.0009402511
2606 0.0008169074
2619 0.0008069343
2625 0.0007988775
2628 0.0006763537
2664 0.0006599480
2675 0.0006472037
2679 0.0006228957
2683 0.0004698124
2703 0.0004239294
2718 0.0004046258
2724 0.0003944342
2766 0.0003802369
2775 0.0003597119
2812 0.0003471172
2819 0.0003444756
2825 0.0002769261
2895 0.0002710555
2899 0.0002297895
2919 0.0002136569
2943 0.0001846779
2990 0.0001627544
3000 0.0001161094
3040 0.0001148749
3059 0.0001005379
3079 0.0000915347
3084 0.0000574040
3122 0.0000554307
3156 0.0000489995
3158 0.0000304227
3201 0.0000240171
3218 0.0000181594
3256 0.0000149116
3276 0.0000110488
3309 0.0000110146
3330 0.0000094777
3336 0.0000089621
3386 0.0000055357
3401 0.0000047278
3483 0.0000043082
3507 0.0000018909
3684 0.0000017277
3738 0.0000012619
3744 0.0000008356
3764 0.0000007942
3784 0.0000007197
3907 0.0000002884
3908 0.0000001778
4177 0.0000001296
4197 0.0000001162
4217 0.0000001146
4222 0.0000000889
4262 0.0000000849
4277 0.0000000802
4288 0.0000000737
4322 0.0000000658
4336 0.0000000542
4410 0.0000000458
4421 0.0000000429
4441 0.0000000388
4473 0.0000000368
4481 0.0000000334
4493 0.0000000264
4533 0.0000000259
4620 0.0000000197
4721 0.0000000119
4726 0.0000000091
4861 0.0000000051
4903 0.0000000041
4963 0.0000000036
5063 0.0000000032
5081 0.0000000027
5241 0.0000000021
5301 0.0000000019
5452 0.0000000017
5569 0.0000000014
5697 0.0000000013
5889 0.0000000011
5935 0.0000000008
6163 0.0000000007
6959 0.0000000005
7338 0.0000000004
7697 0.0000000002
8442 0.0000000001
10000 0.0000000001
