evaluations raw_y
1 29.1145860642
7 19.4870013633
28 12.0132555402
39 3.8341927989
232 3.0153324903
250 1.2992880770
488 1.2285373513
514 0.9737860974
560 0.8645902822
609 0.8586352724
616 0.7392297415
745 0.7245431084
851 0.6448428955
887 0.4351033802
945 0.3495212452
1005 0.2967032516
1154 0.2071077114
1189 0.1327057501
1397 0.0809860877
1563 0.0678236713
1599 0.0578566084
1725 0.0383294717
1742 0.0094771907
2288 0.0070538964
2345 0.0029075296
2674 0.0024625303
2682 0.0021403793
2702 0.0008858062
2809 0.0002960210
3046 0.0001761050
3074 0.0001507000
3294 0.0000196607
3589 0.0000193651
3608 0.0000059515
3837 0.0000037403
3911 0.0000027019
3931 0.0000026463
4074 0.0000025791
4095 0.0000023283
4103 0.0000008903
4114 0.0000007824
4291 0.0000005601
4400 0.0000004952
4546 0.0000004245
4602 0.0000003130
4621 0.0000002621
4873 0.0000002069
4924 0.0000001591
5006 0.0000001367
5165 0.0000001349
5170 0.0000001344
5208 0.0000001145
5318 0.0000000804
5526 0.0000000781
5565 0.0000000736
5639 0.0000000557
5658 0.0000000320
5984 0.0000000304
6168 0.0000000294
6375 0.0000000289
6488 0.0000000269
6653 0.0000000267
6868 0.0000000265
6871 0.0000000263
6978 0.0000000261
7550 0.0000000258
7634 0.0000000257
7892 0.0000000255
8732 0.0000000254
10000 0.0000000254
