evaluations raw_y
1 10.2283842571
2 9.1582583801
4 6.2963126457
8 4.6280031721
13 4.4167582103
31 3.8616240483
33 3.2900243776
44 2.8272723428
227 2.2629433861
390 2.1081519737
412 1.7821259425
553 1.5037557598
886 1.3071270210
926 1.2527012182
933 1.0029724679
1206 0.7034872535
1448 0.6329345006
1458 0.5191661708
1562 0.5081897131
1645 0.4638777458
1707 0.3226830508
2016 0.2615417581
2165 0.2319502210
2222 0.1230004609
2530 0.1124275181
2584 0.1015134599
2655 0.0684484465
2812 0.0591655615
2863 0.0569566835
2878 0.0527282776
3056 0.0443429419
3063 0.0429161373
3079 0.0233650263
3128 0.0228774227
3312 0.0108707074
3511 0.0092731634
3608 0.0083934858
3611 0.0020429624
3944 0.0020133480
3974 0.0012649311
4030 0.0009103102
4205 0.0008039545
4231 0.0007131811
4282 0.0007034107
4293 0.0006185315
4378 0.0005768241
4465 0.0004618329
4539 0.0004407443
4556 0.0003668519
4697 0.0003617947
4710 0.0003127457
4819 0.0002535226
4879 0.0002243933
4892 0.0001372193
5199 0.0001274956
5221 0.0001167414
5281 0.0001081123
5305 0.0001053497
6027 0.0001035242
6424 0.0001033881
6521 0.0001032213
6561 0.0001032153
6583 0.0001025368
6611 0.0001024931
6634 0.0001023836
6667 0.0001020519
6966 0.0001020069
7007 0.0001019831
7128 0.0001019355
7360 0.0001019192
7394 0.0001019152
7457 0.0001019056
7460 0.0001018675
7667 0.0001018498
7935 0.0001018086
7945 0.0001018082
8125 0.0001017992
8218 0.0001017986
8269 0.0001017979
8278 0.0001017832
8470 0.0001017252
8671 0.0001017175
8776 0.0001017073
8801 0.0001017023
8824 0.0001016909
8838 0.0001016876
9059 0.0001016795
9107 0.0001016784
9159 0.0001016701
9220 0.0001016631
9269 0.0001016629
9322 0.0001016617
9558 0.0001016605
9598 0.0001016604
9615 0.0001016586
9639 0.0001016582
9687 0.0001016573
9748 0.0001016571
9755 0.0001016544
9790 0.0001016528
9821 0.0001016506
9840 0.0001016468
10000 0.0001016666
