evaluations raw_y
1 25.1135910538
2 9.3187785447
5 6.1084820327
6 2.7807364818
20 0.4621107171
151 0.2488088644
235 0.1694789380
270 0.1121209628
343 0.1086384564
401 0.1066407776
427 0.1044313070
433 0.0844844207
502 0.0215081655
553 0.0186310235
675 0.0131336568
868 0.0119025033
871 0.0070666531
943 0.0045307856
981 0.0042891829
1059 0.0041837811
1067 0.0039148705
1084 0.0027201186
1125 0.0015422966
1154 0.0013407476
1204 0.0009288933
1267 0.0006215652
1303 0.0006157899
1325 0.0004765006
1377 0.0004431285
1442 0.0004324426
1449 0.0002330384
1501 0.0001539127
1566 0.0001511900
1580 0.0001258091
1620 0.0001130348
1632 0.0000681877
1732 0.0000644529
1753 0.0000624750
1756 0.0000577868
1776 0.0000513852
1801 0.0000343644
1896 0.0000243345
1903 0.0000206103
1957 0.0000189229
2055 0.0000155117
2105 0.0000115429
2200 0.0000056180
2258 0.0000055278
2320 0.0000039947
2407 0.0000025074
2457 0.0000023797
2477 0.0000013578
2556 0.0000011378
2578 0.0000005960
2718 0.0000004512
2764 0.0000004493
2765 0.0000003959
2833 0.0000001242
2935 0.0000001140
2962 0.0000001126
2984 0.0000001114
3033 0.0000000897
3045 0.0000000817
3076 0.0000000765
3101 0.0000000612
3138 0.0000000517
3187 0.0000000257
3253 0.0000000108
3376 0.0000000095
3461 0.0000000072
3472 0.0000000053
3511 0.0000000047
3593 0.0000000022
3752 0.0000000020
3786 0.0000000019
3835 0.0000000015
3897 0.0000000012
3988 0.0000000010
4240 0.0000000008
4269 0.0000000006
4530 0.0000000004
4769 0.0000000003
5100 0.0000000002
5530 0.0000000000
10000 0.0000019033
