evaluations raw_y
1 6.6715775700
4 3.0294162465
6 1.8350420396
93 1.2636942459
165 0.9061163622
404 0.8221395244
501 0.7433153892
527 0.7396546917
540 0.7154734462
564 0.6574663572
609 0.6505806579
624 0.6351282803
638 0.6096080083
714 0.5075969740
753 0.4414540764
795 0.2936819812
948 0.1536324624
1091 0.1273185900
1191 0.1146514550
1339 0.1136088076
1372 0.1054024882
1376 0.0704524777
1396 0.0702416690
1420 0.0653396209
1523 0.0532449099
1536 0.0482640860
1563 0.0468877741
1585 0.0396664267
1591 0.0272322519
1623 0.0153145672
1918 0.0125870624
2100 0.0110632400
2197 0.0089794947
2201 0.0088681583
2218 0.0057582241
2444 0.0046233612
2464 0.0035624808
2588 0.0029978396
2707 0.0018599264
2774 0.0015912405
2858 0.0010187708
2904 0.0005954870
2918 0.0004741342
3048 0.0003556120
3117 0.0002704596
3188 0.0002655882
3246 0.0002208231
3248 0.0001812006
3281 0.0001436255
3328 0.0001125959
3376 0.0001042146
3416 0.0000523981
3467 0.0000455547
3527 0.0000355246
3597 0.0000231881
3687 0.0000159504
3709 0.0000148912
3725 0.0000125729
3789 0.0000123121
3849 0.0000092784
3976 0.0000063117
4238 0.0000023763
4659 0.0000020194
4756 0.0000016467
4920 0.0000016274
4936 0.0000015351
5020 0.0000006631
5116 0.0000006009
5220 0.0000005036
5357 0.0000003199
5570 0.0000002072
5862 0.0000000928
6049 0.0000000882
6193 0.0000000761
6402 0.0000000528
6446 0.0000000415
6566 0.0000000378
6576 0.0000000294
6694 0.0000000234
6718 0.0000000168
6783 0.0000000109
6863 0.0000000096
7076 0.0000000083
7207 0.0000000053
7210 0.0000000045
7263 0.0000000044
7382 0.0000000020
7482 0.0000000013
7522 0.0000000010
7588 0.0000000008
8180 0.0000000006
8477 0.0000000004
8738 0.0000000002
9445 0.0000000001
10000 0.0000000006
