evaluations raw_y
1 23.1506591603
3 14.2234608561
4 7.3045733448
8 5.6385663144
49 5.5902345117
51 5.1828957914
71 5.1426512177
86 4.5481669268
96 3.3341553581
131 3.2398324270
133 2.3042866767
146 1.3623461374
252 0.7730755708
415 0.4924801821
428 0.4636153619
561 0.3751920431
564 0.1885270720
689 0.1106708793
764 0.0753316553
931 0.0688771852
1000 0.0622330253
1075 0.0501546676
1123 0.0424437987
1135 0.0352750250
1167 0.0218085080
1327 0.0135696856
1460 0.0072851314
1739 0.0062464731
1845 0.0055104153
1857 0.0043115354
1866 0.0034271107
1886 0.0015984162
2006 0.0003941607
2505 0.0002916636
2506 0.0002328488
2705 0.0002304250
2725 0.0001678900
2745 0.0001168601
2870 0.0001062106
2898 0.0001022001
2937 0.0000947376
2938 0.0000933020
2956 0.0000616374
3016 0.0000574115
3033 0.0000396028
3087 0.0000319623
3140 0.0000318357
3166 0.0000297218
3199 0.0000172874
3296 0.0000139188
3410 0.0000119640
3443 0.0000113115
3517 0.0000084073
3547 0.0000073098
3564 0.0000069736
3567 0.0000065682
3667 0.0000056477
3735 0.0000050038
3825 0.0000039160
3868 0.0000031614
3884 0.0000030771
3921 0.0000028364
3935 0.0000018234
3948 0.0000013125
3968 0.0000011251
4036 0.0000010468
4059 0.0000009576
4076 0.0000004972
4235 0.0000004056
4390 0.0000002022
4680 0.0000001666
4752 0.0000001612
4755 0.0000001416
4835 0.0000001134
4881 0.0000000592
4910 0.0000000578
5113 0.0000000362
5153 0.0000000212
5226 0.0000000158
5462 0.0000000154
5468 0.0000000140
5474 0.0000000113
5551 0.0000000100
5664 0.0000000088
5666 0.0000000074
5681 0.0000000050
5859 0.0000000039
5914 0.0000000035
5947 0.0000000030
6002 0.0000000029
6021 0.0000000024
6111 0.0000000020
6229 0.0000000018
6266 0.0000000012
6666 0.0000000010
6813 0.0000000007
6983 0.0000000006
7148 0.0000000005
7747 0.0000000003
8367 0.0000000002
10000 0.0000000009
