evaluations raw_y
1 38.3505198557
2 17.9817355853
3 3.7533895508
9 0.9845809718
23 0.9325358789
74 0.6310875197
171 0.5517189183
174 0.5180484641
198 0.4256519567
270 0.3021640017
319 0.2859088740
456 0.1897792244
584 0.1499681541
864 0.0913155313
908 0.0779215332
983 0.0666880577
1615 0.0490650643
1706 0.0337263518
2426 0.0295460616
2444 0.0282159147
2469 0.0181435151
3112 0.0163698616
3357 0.0140419111
3464 0.0074087987
5294 0.0070165189
5357 0.0051296619
5879 0.0048843489
5977 0.0039253577
6304 0.0039189916
6585 0.0037011511
6883 0.0036073915
6950 0.0034771707
7001 0.0034612294
7004 0.0034279786
7154 0.0033856854
7216 0.0033711664
7384 0.0033384761
7526 0.0033283142
7669 0.0033098675
7740 0.0033018153
7776 0.0033000141
7813 0.0032993224
7834 0.0032980916
7870 0.0032963774
7945 0.0032897259
7975 0.0032842901
8059 0.0032814606
8071 0.0032775942
8099 0.0032762938
8158 0.0032740681
8247 0.0032687049
8447 0.0032680517
8474 0.0032679697
8486 0.0032671225
8562 0.0032648757
8694 0.0032647000
8725 0.0032644121
8732 0.0032636285
8759 0.0032624210
8829 0.0032620425
8907 0.0032606865
8920 0.0032593913
9044 0.0032587536
9182 0.0032587306
9201 0.0032577911
9345 0.0032576883
9482 0.0032574297
9531 0.0032574111
9560 0.0032573800
9682 0.0032572593
9727 0.0032571359
9754 0.0032569748
9854 0.0032568196
9981 0.0032568161
10000 0.0032573794
