evaluations raw_y
1 1.3267835962
5 0.5103675049
70 0.1726770850
144 0.0055176677
173 0.0035418864
263 0.0032525108
328 0.0028047401
330 0.0027464860
346 0.0020194462
355 0.0016925479
387 0.0016356788
426 0.0015615841
437 0.0014383126
440 0.0014252835
459 0.0012921399
463 0.0011424692
472 0.0006903692
486 0.0005242984
566 0.0005148635
581 0.0004807127
587 0.0003898994
627 0.0002746370
907 0.0002040031
913 0.0001784183
950 0.0001693082
1000 0.0001438291
1036 0.0001124482
1096 0.0001069048
1158 0.0001063281
1169 0.0000493309
1234 0.0000294814
1341 0.0000291213
1407 0.0000233349
1489 0.0000202487
1493 0.0000198699
1556 0.0000158393
1650 0.0000123793
1668 0.0000112569
1682 0.0000083322
1777 0.0000078887
1783 0.0000054500
1817 0.0000049677
1823 0.0000049592
1894 0.0000039366
1937 0.0000028541
1971 0.0000024261
2161 0.0000022571
2176 0.0000012884
2273 0.0000012042
2311 0.0000011096
2368 0.0000007396
2428 0.0000006338
2463 0.0000006305
2499 0.0000004669
2547 0.0000004215
2568 0.0000003569
2590 0.0000002715
2698 0.0000001875
2819 0.0000001824
2820 0.0000000878
3024 0.0000000844
3026 0.0000000642
3054 0.0000000620
3074 0.0000000514
3094 0.0000000495
3138 0.0000000439
3267 0.0000000254
3294 0.0000000247
3327 0.0000000195
3366 0.0000000149
3579 0.0000000131
3603 0.0000000129
3611 0.0000000111
3641 0.0000000101
3756 0.0000000090
3862 0.0000000088
3864 0.0000000082
3881 0.0000000072
3995 0.0000000070
4003 0.0000000066
4005 0.0000000065
4075 0.0000000061
4092 0.0000000057
4103 0.0000000056
4133 0.0000000051
4157 0.0000000050
4166 0.0000000039
4329 0.0000000033
4520 0.0000000030
4581 0.0000000028
4620 0.0000000027
4667 0.0000000022
4839 0.0000000021
4870 0.0000000017
4933 0.0000000014
5016 0.0000000011
5210 0.0000000010
5304 0.0000000009
5347 0.0000000008
5592 0.0000000006
5712 0.0000000005
5878 0.0000000004
6170 0.0000000003
6585 0.0000000002
7166 0.0000000001
10000 0.0000000000
