evaluations raw_y
1 7.1294128879
2 4.8853084695
16 3.0147326836
29 2.5056850116
51 2.2493226791
156 0.6088821728
482 0.4901559969
523 0.4852099383
552 0.3586903943
558 0.3096984571
648 0.0599319380
843 0.0561416243
941 0.0488985021
992 0.0185756193
1029 0.0159556040
1099 0.0113987334
1236 0.0037262704
1305 0.0011551985
1385 0.0003446720
1768 0.0001223787
1904 0.0001125529
1952 0.0001037888
2002 0.0000852112
2010 0.0000833026
2017 0.0000767470
2069 0.0000647201
2072 0.0000496800
2074 0.0000458810
2093 0.0000329126
2123 0.0000231688
2153 0.0000062525
2447 0.0000049996
2565 0.0000015665
2784 0.0000014107
2818 0.0000005436
2855 0.0000004995
2942 0.0000003985
2975 0.0000001923
3124 0.0000001664
3228 0.0000000397
3439 0.0000000213
3597 0.0000000084
3748 0.0000000061
3797 0.0000000058
3856 0.0000000017
3911 0.0000000007
4140 0.0000000004
4163 0.0000000003
4179 0.0000000001
4584 0.0000000000
10000 0.0000000000
