evaluations raw_y
1 1.1442773767
31 1.0768424614
41 0.5180825124
113 0.3918093725
126 0.3869283142
140 0.1811419938
206 0.1757760563
221 0.1642316320
230 0.1343655151
261 0.1056120605
266 0.0976831811
329 0.0496454963
396 0.0314756991
632 0.0152753126
770 0.0123261414
907 0.0113956549
982 0.0087919982
1070 0.0082271610
1092 0.0068913461
1121 0.0056520034
1163 0.0039271950
1209 0.0000051851
1471 0.0000032352
1578 0.0000026574
1583 0.0000014518
1697 0.0000005346
1906 0.0000004627
1912 0.0000001519
2207 0.0000001298
2244 0.0000000595
2325 0.0000000502
2415 0.0000000487
2525 0.0000000413
2549 0.0000000264
2637 0.0000000197
2690 0.0000000171
2758 0.0000000141
2877 0.0000000059
3057 0.0000000054
3098 0.0000000019
3477 0.0000000015
3510 0.0000000013
3582 0.0000000009
3729 0.0000000006
3750 0.0000000004
3994 0.0000000002
4339 0.0000000001
10000 0.1589619517
