evaluations raw_y
1 79.4857892944
2 73.1112179168
3 39.2096633369
4 15.0278698044
10 8.2573796257
30 4.4252835713
33 2.8682236466
34 2.4211940039
54 2.1038812920
73 2.0669759024
90 1.2608124120
192 1.0996429125
212 1.0895879191
252 0.9180927867
306 0.8841980773
346 0.8192034932
350 0.7779222599
366 0.7607770957
470 0.6992083543
526 0.5748739196
544 0.4688737408
827 0.4660359512
886 0.3799951796
1094 0.2737719103
1803 0.2057729133
1969 0.1812898613
2329 0.1581879639
2746 0.1515396429
2783 0.1472824229
3094 0.1250456049
3399 0.0827884609
3639 0.0824381577
3779 0.0726929635
3919 0.0719761674
4138 0.0676962906
4458 0.0676612375
4678 0.0588544294
4778 0.0455485480
4878 0.0441850633
4998 0.0395088609
5196 0.0385290327
5360 0.0382200477
5455 0.0376593553
5596 0.0373925101
5636 0.0371356485
6084 0.0371084480
6144 0.0370884898
6164 0.0370581523
6189 0.0365719345
6209 0.0365644513
6237 0.0365478530
6318 0.0363688297
6353 0.0360260108
6466 0.0356458309
6568 0.0355520345
6646 0.0355210070
6721 0.0354833534
6879 0.0354704292
6961 0.0353991169
7001 0.0353305624
7021 0.0352781065
7041 0.0352774483
7124 0.0352767241
7264 0.0352641596
7421 0.0352524777
7441 0.0352291480
7601 0.0352231018
7666 0.0352200193
7726 0.0352156315
7753 0.0352124718
8013 0.0352101236
8020 0.0352088234
8086 0.0351976399
8353 0.0351963335
8553 0.0351960631
8697 0.0351956055
8881 0.0351955522
9037 0.0351955484
9087 0.0351954814
9117 0.0351953110
9217 0.0351952409
9477 0.0351951884
9557 0.0351951056
9877 0.0351950836
9917 0.0351950820
9929 0.0351950537
10000 0.0351977907
