evaluations raw_y
1 62.2032841920
8 39.6026949661
24 6.4660145555
91 3.1186992627
104 1.5784704081
309 0.9217640289
326 0.2550033057
1281 0.2490742061
1534 0.2464537520
1573 0.1866661688
1864 0.1664680620
2252 0.1501228981
2264 0.1384637224
2363 0.1242544973
2643 0.1146310915
2646 0.1119118589
2647 0.0852967384
2763 0.0649396373
3483 0.0455019518
4020 0.0433911293
4025 0.0416641570
4282 0.0382884379
4413 0.0290588288
4533 0.0272821844
5078 0.0218152282
5131 0.0193413651
5231 0.0189499696
5565 0.0158941259
5641 0.0127081231
5899 0.0116093893
5995 0.0112705567
6343 0.0081264286
6883 0.0062302944
7316 0.0058622710
7571 0.0053932749
7709 0.0047973494
8183 0.0042268145
8203 0.0036156417
8523 0.0034784713
8656 0.0033206108
8863 0.0032227833
9208 0.0026991591
9215 0.0020014175
9703 0.0013459351
9756 0.0013414288
9830 0.0011782837
9966 0.0007137080
10000 0.5957977713
