evaluations raw_y
1 0.7912579302
3 0.3754239859
11 0.3238651299
14 0.1538864521
116 0.0513942559
207 0.0414247718
241 0.0302190723
281 0.0187687469
303 0.0132469500
447 0.0111792217
528 0.0111478373
564 0.0089971377
607 0.0052514375
643 0.0046866045
657 0.0044389222
674 0.0037173032
721 0.0032999910
837 0.0028856037
883 0.0027985187
902 0.0027902314
913 0.0021725828
973 0.0020279627
992 0.0017784722
1016 0.0016633184
1026 0.0011311859
1092 0.0003246796
1190 0.0003140922
1247 0.0003126241
1290 0.0003112323
1326 0.0003048349
1375 0.0002981087
1429 0.0002353009
1452 0.0001947008
1495 0.0001058394
1710 0.0001040447
1724 0.0001027369
1749 0.0001024605
1760 0.0001021672
1821 0.0000931999
1830 0.0000900749
1885 0.0000886806
1900 0.0000850433
1933 0.0000841753
1960 0.0000831044
2036 0.0000827402
2098 0.0000826953
2117 0.0000826873
2136 0.0000826755
2223 0.0000826522
2295 0.0000826455
2311 0.0000826324
2345 0.0000825994
2414 0.0000825900
2467 0.0000825283
2487 0.0000825199
2582 0.0000825186
2591 0.0000825146
2596 0.0000825114
2672 0.0000825110
2678 0.0000825108
2681 0.0000825044
2756 0.0000825021
2758 0.0000825017
2806 0.0000825016
2856 0.0000825011
2960 0.0000825010
3127 0.0000825008
3181 0.0000825005
3189 0.0000824992
3280 0.0000824988
3328 0.0000824980
3455 0.0000824976
3503 0.0000824973
3537 0.0000824967
3546 0.0000824963
3561 0.0000824960
3627 0.0000824957
3636 0.0000824947
3652 0.0000824938
3718 0.0000824937
3751 0.0000824935
3827 0.0000824932
3854 0.0000824930
3915 0.0000824916
3918 0.0000824914
4077 0.0000824910
4111 0.0000824909
4134 0.0000824885
4274 0.0000824884
4315 0.0000824882
4322 0.0000824862
4427 0.0000824853
4452 0.0000824840
4478 0.0000824831
4538 0.0000824812
4763 0.0000824796
4789 0.0000824791
5124 0.0000824767
5299 0.0000824757
5306 0.0000824744
5531 0.0000824739
5711 0.0000824737
5975 0.0000824724
6111 0.0000824709
6119 0.0000824702
6321 0.0000824682
6387 0.0000824669
6597 0.0000824655
6642 0.0000824650
6809 0.0000824648
6836 0.0000824646
6852 0.0000824641
6897 0.0000824633
6952 0.0000824631
7007 0.0000824615
7025 0.0000824604
7047 0.0000824576
7052 0.0000824569
7125 0.0000824565
7352 0.0000824563
7609 0.0000824556
7694 0.0000824555
7718 0.0000824553
7736 0.0000824534
7768 0.0000824528
7837 0.0000824523
7894 0.0000824522
8261 0.0000824503
8392 0.0000824495
8399 0.0000824492
8408 0.0000824490
8442 0.0000824480
8477 0.0000824476
8616 0.0000824474
8747 0.0000824472
8755 0.0000824469
8834 0.0000824467
9057 0.0000824466
9558 0.0000824464
9581 0.0000824463
9599 0.0000824462
9750 0.0000824461
9851 0.0000824457
9996 0.0000824456
10000 0.0000824457
