evaluations raw_y
1 27.1085075190
2 17.5845951199
3 16.3618406135
14 15.9765648621
18 14.2874751012
35 13.2985652964
85 6.1434488819
246 5.9607753246
308 4.5371569211
330 1.4042201602
401 1.2711007919
535 0.8049082716
576 0.4921525989
598 0.2356080768
1031 0.1808702890
1086 0.1502580047
1123 0.0481393575
1136 0.0381990668
1336 0.0268405570
1374 0.0222106205
1437 0.0198509719
1465 0.0114219560
1469 0.0096774899
1776 0.0031148719
1790 0.0026258792
1830 0.0018119690
2009 0.0013003399
2722 0.0009242230
2781 0.0008556758
2815 0.0008406748
2874 0.0006186677
2959 0.0003189867
3023 0.0001751164
3355 0.0000881125
3890 0.0000812288
3985 0.0000247417
4242 0.0000214526
4303 0.0000089158
4375 0.0000088250
4521 0.0000078783
4555 0.0000052341
4586 0.0000025541
4647 0.0000019745
4717 0.0000019083
4760 0.0000006746
4801 0.0000004155
4894 0.0000003308
4926 0.0000003149
4961 0.0000003091
4986 0.0000000501
5050 0.0000000366
5157 0.0000000364
5198 0.0000000243
5355 0.0000000068
5367 0.0000000050
5423 0.0000000042
5469 0.0000000032
5570 0.0000000023
5580 0.0000000020
5698 0.0000000016
5758 0.0000000013
5861 0.0000000008
6038 0.0000000007
6090 0.0000000005
6116 0.0000000004
6220 0.0000000003
6326 0.0000000002
10000 0.0000000001
