evaluations raw_y
1 8.6232035823
3 5.8682872507
9 5.0313989030
17 4.0657496232
33 2.9906519375
60 2.8263397335
79 1.6109994645
108 1.0317707908
153 0.9350786405
155 0.5919877073
207 0.5147200573
233 0.4456742454
244 0.3083780003
299 0.2548575931
318 0.1749196858
431 0.1549177887
454 0.1161927112
507 0.1110487502
549 0.1028697747
564 0.0930879124
576 0.0864658939
614 0.0761136508
617 0.0524292504
689 0.0357375105
737 0.0321888413
748 0.0281011882
822 0.0227254687
829 0.0179913900
869 0.0178818430
898 0.0106206616
909 0.0064295082
1039 0.0060551037
1040 0.0035971032
1052 0.0034230477
1066 0.0026173964
1100 0.0014147099
1104 0.0012964686
1160 0.0008064358
1220 0.0006748123
1251 0.0003148297
1317 0.0001943413
1319 0.0001892924
1387 0.0001269303
1438 0.0000793473
1492 0.0000423651
1531 0.0000333707
1563 0.0000314156
1568 0.0000239834
1621 0.0000196007
1652 0.0000111052
1656 0.0000103574
1709 0.0000042544
1711 0.0000035298
1787 0.0000026961
1802 0.0000025438
1868 0.0000010489
1885 0.0000004727
2090 0.0000004391
2094 0.0000004031
2121 0.0000001545
2271 0.0000001111
2328 0.0000000656
2356 0.0000000598
2387 0.0000000589
2410 0.0000000350
2423 0.0000000278
2455 0.0000000144
2478 0.0000000076
2651 0.0000000041
2788 0.0000000038
2806 0.0000000033
2815 0.0000000025
2870 0.0000000022
2912 0.0000000019
2920 0.0000000017
2921 0.0000000011
2992 0.0000000010
3005 0.0000000008
3011 0.0000000004
3147 0.0000000002
3365 0.0000000001
10000 0.0094274204
