evaluations raw_y
1 3.9475672703
6 3.6953744178
8 2.1080404865
11 1.7289547104
18 1.5463099720
22 1.5423631752
29 0.8195818579
62 0.6218935925
65 0.5531902674
88 0.4821528664
99 0.4093209626
114 0.2707949881
251 0.2606701366
255 0.1913731704
281 0.1724564201
363 0.1494318348
418 0.1266187857
488 0.0245724404
669 0.0189539512
860 0.0075154101
1080 0.0060278625
1095 0.0052579111
1108 0.0013240470
1251 0.0012203424
1272 0.0008395706
1508 0.0006310722
1593 0.0003919905
1689 0.0003436418
1713 0.0000880562
1853 0.0000616024
2003 0.0000520675
2106 0.0000391551
2151 0.0000339855
2163 0.0000235315
2236 0.0000200013
2263 0.0000192174
2280 0.0000099527
2305 0.0000083550
2432 0.0000075184
2457 0.0000070236
2459 0.0000055347
2498 0.0000045299
2530 0.0000044561
2550 0.0000041416
2600 0.0000030992
2605 0.0000021240
2663 0.0000012606
2760 0.0000011778
2788 0.0000010165
2813 0.0000009029
2825 0.0000008951
2845 0.0000008717
2855 0.0000007856
2904 0.0000007406
2933 0.0000006969
2963 0.0000006930
2964 0.0000006865
2965 0.0000005087
2969 0.0000004438
2973 0.0000002831
3155 0.0000002750
3223 0.0000000665
3665 0.0000000362
3707 0.0000000324
3802 0.0000000170
3914 0.0000000163
3958 0.0000000144
3984 0.0000000122
4151 0.0000000116
4185 0.0000000097
4208 0.0000000070
4390 0.0000000068
4418 0.0000000056
4438 0.0000000046
4537 0.0000000043
4541 0.0000000030
4571 0.0000000016
4647 0.0000000012
4718 0.0000000011
4992 0.0000000010
5086 0.0000000008
5092 0.0000000007
5334 0.0000000005
5371 0.0000000004
5615 0.0000000002
5709 0.0000000001
10000 0.0000000000
