evaluations raw_y
1 4.1272385180
5 3.1221776864
11 1.7269333467
28 1.0968096424
77 0.8508362101
257 0.5002744354
416 0.4768902161
427 0.3692193716
516 0.2236304307
647 0.1965715534
823 0.1555246407
932 0.1488898730
1038 0.1465795664
1091 0.1106362239
1100 0.0651936750
1192 0.0464836901
1301 0.0265369256
1395 0.0215662201
2006 0.0162084002
2072 0.0103958115
2259 0.0037700496
2469 0.0037520916
2670 0.0036054885
2878 0.0030719587
2888 0.0015568358
2930 0.0014570052
2964 0.0009149380
3119 0.0007194713
3390 0.0000000005
3887 0.0000000003
6180 0.0000000002
10000 0.0000000004
